id,author/disease,gene,article_count
6955,O'Neill B/Disease of mental health,renin,1
6956,Yusuf A/Disease of mental health,renin,1
6957,Kurdyak P/Disease of mental health,renin,1
6958,Kiran T/Disease of mental health,renin,1
6959,Sullivan F/Disease of mental health,renin,1
6960,Chen T/Disease of mental health,renin,4
6961,Kalia S/Disease of mental health,renin,1
6962,Eisen D/Disease of mental health,renin,1
6963,Anderson E/Disease of mental health,renin,1
6964,Selby P/Disease of mental health,renin,1
6965,Campbell D/Disease of mental health,renin,1
6966,Zhang Y/Disease of mental health,interleukin 6,16
6967,Wang J/Disease of mental health,interleukin 6,8
6968,Ye Y/Disease of mental health,interleukin 6,1
6969,Zou Y/Disease of mental health,interleukin 6,1
6970,Chen W/Disease of mental health,interleukin 6,2
6971,Wang Z/Disease of mental health,interleukin 6,6
6972,Zou Z/Disease of mental health,interleukin 6,2
6973,Ridker PM/Disease of mental health,C-reactive protein,1
6974,Bhatt DL/Disease of mental health,C-reactive protein,1
6975,Pradhan AD/Disease of mental health,C-reactive protein,1
6976,Glynn RJ/Disease of mental health,C-reactive protein,1
6977,MacFadyen JG/Disease of mental health,C-reactive protein,1
6978,Nissen SE/Disease of mental health,C-reactive protein,1
6979,Huang J/Disease of mental health,citrate synthase,1
6980,Song Z/Disease of mental health,citrate synthase,1
6981,Wei B/Disease of mental health,citrate synthase,1
6982,Li Q/Disease of mental health,citrate synthase,3
6983,Lin P/Disease of mental health,citrate synthase,1
6984,Li H/Disease of mental health,citrate synthase,10
6985,Dong K/Disease of mental health,citrate synthase,1
6986,Mao Q/Disease of mental health,kinectin 1,1
6987,Lin X/Disease of mental health,kinectin 1,5
6988,Yin Q/Disease of mental health,kinectin 1,1
6989,Liu P/Disease of mental health,kinectin 1,2
6990,Zhang Y/Disease of mental health,kinectin 1,16
6991,Qu S/Disease of mental health,kinectin 1,2
6992,Xu J/Disease of mental health,kinectin 1,5
6993,Cheng W/Disease of mental health,kinectin 1,2
6994,Luo X/Disease of mental health,kinectin 1,2
6995,Kang L/Disease of mental health,kinectin 1,1
6996,Taximaimaiti R/Disease of mental health,kinectin 1,2
6997,Zheng C/Disease of mental health,kinectin 1,1
6998,Zhang H/Disease of mental health,kinectin 1,7
6999,Wang X/Disease of mental health,kinectin 1,14
7000,Ren H/Disease of mental health,kinectin 1,1
7001,Cao Y/Disease of mental health,kinectin 1,3
7002,Lin J/Disease of mental health,kinectin 1,1
7003,Manapurath R/Disease of mental health,leptin,1
7004,Strand TA/Disease of mental health,leptin,1
7005,Chowdhury R/Disease of mental health,leptin,1
7006,Kvestad I/Disease of mental health,leptin,1
7007,Yajnik CS/Disease of mental health,leptin,1
7008,Bhandari N/Disease of mental health,leptin,1
7009,Taneja S/Disease of mental health,leptin,1
7010,Xue H/Disease of mental health,cholesteryl ester transfer protein,1
7011,Zhang M/Disease of mental health,cholesteryl ester transfer protein,2
7012,Liu J/Disease of mental health,cholesteryl ester transfer protein,5
7013,Wang J/Disease of mental health,cholesteryl ester transfer protein,8
7014,Ren G/Disease of mental health,cholesteryl ester transfer protein,1
7015,Muller-Vahl KR/Disease of mental health,Gilles de la Tourette syndrome,2
7016,Pisarenko A/Disease of mental health,Gilles de la Tourette syndrome,1
7017,Szejko N/Disease of mental health,Gilles de la Tourette syndrome,1
7018,Haas M/Disease of mental health,Gilles de la Tourette syndrome,1
7019,Fremer C/Disease of mental health,Gilles de la Tourette syndrome,1
7020,Jakubovski E/Disease of mental health,Gilles de la Tourette syndrome,1
7021,Musil R/Disease of mental health,Gilles de la Tourette syndrome,1
7022,Munchau A/Disease of mental health,Gilles de la Tourette syndrome,1
7023,Neuner I/Disease of mental health,Gilles de la Tourette syndrome,1
7024,Huys D/Disease of mental health,Gilles de la Tourette syndrome,1
7025,van Elst LT/Disease of mental health,Gilles de la Tourette syndrome,1
7026,Schroder C/Disease of mental health,Gilles de la Tourette syndrome,1
7027,Ringlstetter R/Disease of mental health,Gilles de la Tourette syndrome,1
7028,Koch A/Disease of mental health,Gilles de la Tourette syndrome,1
7029,Jenz EB/Disease of mental health,Gilles de la Tourette syndrome,1
7030,Grosshennig A/Disease of mental health,Gilles de la Tourette syndrome,1
7031,Qu G/Disease of mental health,C-reactive protein,1
7032,Liu H/Disease of mental health,C-reactive protein,4
7033,Ma S/Disease of mental health,C-reactive protein,1
7034,Han T/Disease of mental health,C-reactive protein,1
7035,Zhang H/Disease of mental health,C-reactive protein,7
7036,Sun L/Disease of mental health,C-reactive protein,2
7037,Qin Q/Disease of mental health,C-reactive protein,1
7038,Chen M/Disease of mental health,C-reactive protein,2
7039,Sun Y/Disease of mental health,C-reactive protein,4
7040,Gul Cakil A/Disease of mental health,tumor necrosis factor,1
7041,Kaya H/Disease of mental health,tumor necrosis factor,2
7042,Sakalli Nural A/Disease of mental health,tumor necrosis factor,1
7043,Cakmak IB/Disease of mental health,tumor necrosis factor,1
7044,Okay IT/Disease of mental health,tumor necrosis factor,1
7045,Goka E/Disease of mental health,tumor necrosis factor,2
7046,Zheng S/Disease of mental health,TSR2 ribosome maturation factor,1
7047,Liang F/Disease of mental health,TSR2 ribosome maturation factor,1
7048,Zhang Y/Disease of mental health,TSR2 ribosome maturation factor,16
7049,Fei JF/Disease of mental health,TSR2 ribosome maturation factor,1
7050,Qin W/Disease of mental health,TSR2 ribosome maturation factor,1
7051,Liu Y/Disease of mental health,TSR2 ribosome maturation factor,12
7052,Grunblatt E/Disease of mental health,apolipoprotein E,2
7053,Homolak J/Disease of mental health,apolipoprotein E,2
7054,Babic Perhoc A/Disease of mental health,apolipoprotein E,2
7055,Davor V/Disease of mental health,apolipoprotein E,2
7056,Knezovic A/Disease of mental health,apolipoprotein E,2
7057,Osmanovic Barilar J/Disease of mental health,apolipoprotein E,2
7058,Riederer P/Disease of mental health,apolipoprotein E,4
7059,Walitza S/Disease of mental health,apolipoprotein E,2
7060,Tackenberg C/Disease of mental health,apolipoprotein E,2
7061,Salkovic-Petrisic M/Disease of mental health,apolipoprotein E,2
7062,Grunblatt E/Disease of mental health,insulin,2
7063,Homolak J/Disease of mental health,insulin,2
7064,Babic Perhoc A/Disease of mental health,insulin,2
7065,Davor V/Disease of mental health,insulin,2
7066,Knezovic A/Disease of mental health,insulin,2
7067,Osmanovic Barilar J/Disease of mental health,insulin,2
7068,Riederer P/Disease of mental health,insulin,4
7069,Walitza S/Disease of mental health,insulin,2
7070,Tackenberg C/Disease of mental health,insulin,2
7071,Salkovic-Petrisic M/Disease of mental health,insulin,2
7072,Bukhbinder AS/Disease of mental health,C-reactive protein,1
7073,Hinojosa M/Disease of mental health,C-reactive protein,1
7074,Harris K/Disease of mental health,C-reactive protein,1
7075,Li X/Disease of mental health,C-reactive protein,9
7076,Farrell CM/Disease of mental health,C-reactive protein,1
7077,Shyer M/Disease of mental health,C-reactive protein,1
7078,Goodwin N/Disease of mental health,C-reactive protein,1
7079,Anjum S/Disease of mental health,C-reactive protein,1
7080,Hasan O/Disease of mental health,C-reactive protein,1
7081,Cooper S/Disease of mental health,C-reactive protein,1
7082,Sciba L/Disease of mental health,C-reactive protein,1
7083,Vargas A/Disease of mental health,C-reactive protein,1
7084,Hunter DH/Disease of mental health,C-reactive protein,1
7085,Ortiz GJ/Disease of mental health,C-reactive protein,1
7086,Chung K/Disease of mental health,C-reactive protein,1
7087,Cui L/Disease of mental health,C-reactive protein,1
7088,Zhang GQ/Disease of mental health,C-reactive protein,1
7089,Fisher-Hoch SP/Disease of mental health,C-reactive protein,1
7090,McCormick JB/Disease of mental health,C-reactive protein,1
7091,Schulz PE/Disease of mental health,C-reactive protein,1
7092,Wen J/Disease of mental health,tumor necrosis factor,2
7093,Liu J/Disease of mental health,tumor necrosis factor,5
7094,Jiang H/Disease of mental health,tumor necrosis factor,2
7095,Wan L/Disease of mental health,tumor necrosis factor,1
7096,Sun Y/Disease of mental health,tumor necrosis factor,4
7097,Wang X/Disease of mental health,tumor necrosis factor,14
7098,Wang J/Disease of mental health,tumor necrosis factor,8
7099,Zhang H/Disease of mental health,pannexin 2,7
7100,Wang S/Disease of mental health,pannexin 2,7
7101,Zhang Z/Disease of mental health,pannexin 2,1
7102,Hou M/Disease of mental health,pannexin 2,1
7103,Du C/Disease of mental health,pannexin 2,1
7104,Zhao Z/Disease of mental health,pannexin 2,2
7105,Vogel H/Disease of mental health,pannexin 2,1
7106,Li Z/Disease of mental health,pannexin 2,4
7107,Yan K/Disease of mental health,pannexin 2,1
7108,Zhang X/Disease of mental health,pannexin 2,10
7109,Lu J/Disease of mental health,pannexin 2,1
7110,Liang Y/Disease of mental health,pannexin 2,2
7111,Yuan S/Disease of mental health,pannexin 2,1
7112,Wang D/Disease of mental health,pannexin 2,3
7113,Berecki G/Disease of mental health,parvalbumin,1
7114,Bryson A/Disease of mental health,parvalbumin,1
7115,Polster T/Disease of mental health,parvalbumin,1
7116,Petrou S/Disease of mental health,parvalbumin,1
7117,Lor YM/Disease of mental health,albumin,1
7118,Tsou MT/Disease of mental health,albumin,1
7119,Tsai LW/Disease of mental health,albumin,1
7120,Tsai SY/Disease of mental health,albumin,1
7121,Weber MA/Disease of mental health,phosphoglycerate kinase 1,1
7122,Sivakumar K/Disease of mental health,phosphoglycerate kinase 1,1
7123,Tabakovic EE/Disease of mental health,phosphoglycerate kinase 1,1
7124,Oya M/Disease of mental health,phosphoglycerate kinase 1,1
7125,Aldridge GM/Disease of mental health,phosphoglycerate kinase 1,1
7126,Zhang Q/Disease of mental health,phosphoglycerate kinase 1,5
7127,Simmering JE/Disease of mental health,phosphoglycerate kinase 1,1
7128,Narayanan NS/Disease of mental health,phosphoglycerate kinase 1,1
7129,Jagim AR/Disease of mental health,insulin,1
7130,Harty PS/Disease of mental health,insulin,1
7131,Tinsley GM/Disease of mental health,insulin,1
7132,Kerksick CM/Disease of mental health,insulin,1
7133,Gonzalez AM/Disease of mental health,insulin,1
7134,Kreider RB/Disease of mental health,insulin,1
7135,Arent SM/Disease of mental health,insulin,1
7136,Jager R/Disease of mental health,insulin,1
7137,Smith-Ryan AE/Disease of mental health,insulin,1
7138,Stout JR/Disease of mental health,insulin,1
7139,Campbell BI/Disease of mental health,insulin,1
7140,VanDusseldorp T/Disease of mental health,insulin,1
7141,Antonio J/Disease of mental health,insulin,1
7142,Zhang P/Disease of mental health,insulin,1
7143,Omanska A/Disease of mental health,insulin,1
7144,Ander BP/Disease of mental health,insulin,1
7145,Gandal MJ/Disease of mental health,insulin,1
7146,Stamova B/Disease of mental health,insulin,1
7147,Schumann CM/Disease of mental health,insulin,1
7148,Guger M/Disease of mental health,multiple sclerosis,1
7149,Enzinger C/Disease of mental health,multiple sclerosis,2
7150,Leutmezer F/Disease of mental health,multiple sclerosis,2
7151,Di Pauli F/Disease of mental health,multiple sclerosis,1
7152,Kraus J/Disease of mental health,multiple sclerosis,1
7153,Kalcher S/Disease of mental health,multiple sclerosis,1
7154,Kvas E/Disease of mental health,multiple sclerosis,1
7155,Berger T/Disease of mental health,multiple sclerosis,11
7156,Lucier J/Disease of mental health,insulin,1
7157,Weinstock RS/Disease of mental health,insulin,1
7158,Chamine I/Disease of mental health,insulin,1
7159,Larson A/Disease of mental health,insulin,1
7160,Huguet N/Disease of mental health,insulin,1
7161,Angier H/Disease of mental health,insulin,1
7162,Valenzuela S/Disease of mental health,insulin,1
7163,Dinh D/Disease of mental health,insulin,1
7164,Hwang J/Disease of mental health,insulin,2
7165,Zhan Y/Disease of mental health,parathyroid hormone,1
7166,Zhang R/Disease of mental health,parathyroid hormone,4
7167,Li G/Disease of mental health,parathyroid hormone,1
7168,Daruwalla C/Disease of mental health,multiple sclerosis,1
7169,Shaygannejad V/Disease of mental health,multiple sclerosis,2
7170,Ozakbas S/Disease of mental health,multiple sclerosis,5
7171,Havrdova EK/Disease of mental health,multiple sclerosis,3
7172,Horakova D/Disease of mental health,multiple sclerosis,5
7173,Alroughani R/Disease of mental health,multiple sclerosis,7
7174,Boz C/Disease of mental health,multiple sclerosis,3
7175,Patti F/Disease of mental health,multiple sclerosis,8
7176,Onofrj M/Disease of mental health,multiple sclerosis,3
7177,Lugaresi A/Disease of mental health,multiple sclerosis,4
7178,Eichau S/Disease of mental health,multiple sclerosis,4
7179,Girard M/Disease of mental health,multiple sclerosis,4
7180,Prat A/Disease of mental health,multiple sclerosis,3
7181,Duquette P/Disease of mental health,multiple sclerosis,3
7182,Yamout B/Disease of mental health,multiple sclerosis,4
7183,Khoury SJ/Disease of mental health,multiple sclerosis,2
7184,Sajedi SA/Disease of mental health,multiple sclerosis,1
7185,Turkoglu R/Disease of mental health,multiple sclerosis,3
7186,Altintas A/Disease of mental health,multiple sclerosis,4
7187,Skibina O/Disease of mental health,multiple sclerosis,3
7188,Buzzard K/Disease of mental health,multiple sclerosis,3
7189,Grammond P/Disease of mental health,multiple sclerosis,2
7190,Karabudak R/Disease of mental health,multiple sclerosis,2
7191,van der Walt A/Disease of mental health,multiple sclerosis,3
7192,Butzkueven H/Disease of mental health,multiple sclerosis,5
7193,Maimone D/Disease of mental health,multiple sclerosis,3
7194,Lechner-Scott J/Disease of mental health,multiple sclerosis,5
7195,Soysal A/Disease of mental health,multiple sclerosis,5
7196,John N/Disease of mental health,multiple sclerosis,1
7197,Prevost J/Disease of mental health,multiple sclerosis,3
7198,Spitaleri D/Disease of mental health,multiple sclerosis,4
7199,Ramo-Tello C/Disease of mental health,multiple sclerosis,2
7200,Gerlach O/Disease of mental health,multiple sclerosis,5
7201,Iuliano G/Disease of mental health,multiple sclerosis,1
7202,Foschi M/Disease of mental health,multiple sclerosis,1
7203,Ampapa R/Disease of mental health,multiple sclerosis,3
7204,van Pesch V/Disease of mental health,multiple sclerosis,5
7205,Barnett M/Disease of mental health,multiple sclerosis,2
7206,Shalaby N/Disease of mental health,multiple sclerosis,1
7207,D'hooghe M/Disease of mental health,multiple sclerosis,1
7208,Kuhle J/Disease of mental health,multiple sclerosis,2
7209,Sa MJ/Disease of mental health,multiple sclerosis,8
7210,Fabis-Pedrini M/Disease of mental health,multiple sclerosis,1
7211,Kermode A/Disease of mental health,multiple sclerosis,1
7212,Mrabet S/Disease of mental health,multiple sclerosis,3
7213,Gouider R/Disease of mental health,multiple sclerosis,6
7214,Hodgkinson S/Disease of mental health,multiple sclerosis,3
7215,Laureys G/Disease of mental health,multiple sclerosis,3
7216,Van Hijfte L/Disease of mental health,multiple sclerosis,1
7217,Macdonell R/Disease of mental health,multiple sclerosis,2
7218,Oreja-Guevara C/Disease of mental health,multiple sclerosis,2
7219,Cristiano E/Disease of mental health,multiple sclerosis,1
7220,McCombe P/Disease of mental health,multiple sclerosis,2
7221,Sanchez-Menoyo JL/Disease of mental health,multiple sclerosis,4
7222,Singhal B/Disease of mental health,multiple sclerosis,1
7223,Blanco Y/Disease of mental health,multiple sclerosis,2
7224,Hughes S/Disease of mental health,multiple sclerosis,2
7225,Garber J/Disease of mental health,multiple sclerosis,1
7226,Solaro C/Disease of mental health,multiple sclerosis,2
7227,McGuigan C/Disease of mental health,multiple sclerosis,4
7228,Taylor B/Disease of mental health,multiple sclerosis,1
7229,de Gans K/Disease of mental health,multiple sclerosis,4
7230,Habek M/Disease of mental health,multiple sclerosis,4
7231,Al-Asmi A/Disease of mental health,multiple sclerosis,3
7232,Mihaela S/Disease of mental health,multiple sclerosis,1
7233,Castillo Trivino T/Disease of mental health,multiple sclerosis,1
7234,Al-Harbi T/Disease of mental health,multiple sclerosis,2
7235,Rojas JI/Disease of mental health,multiple sclerosis,1
7236,Gray O/Disease of mental health,multiple sclerosis,2
7237,Khurana D/Disease of mental health,multiple sclerosis,1
7238,Van Wijmeersch B/Disease of mental health,multiple sclerosis,3
7239,Grigoriadis N/Disease of mental health,multiple sclerosis,5
7240,Inshasi J/Disease of mental health,multiple sclerosis,1
7241,Oh J/Disease of mental health,multiple sclerosis,3
7242,Aguera-Morales E/Disease of mental health,multiple sclerosis,2
7243,Fragoso Y/Disease of mental health,multiple sclerosis,2
7244,Moore F/Disease of mental health,multiple sclerosis,2
7245,Shaw C/Disease of mental health,multiple sclerosis,2
7246,Baghbanian SM/Disease of mental health,multiple sclerosis,1
7247,Shuey N/Disease of mental health,multiple sclerosis,1
7248,Willekens B/Disease of mental health,multiple sclerosis,1
7249,Hardy TA/Disease of mental health,multiple sclerosis,1
7250,Decoo D/Disease of mental health,multiple sclerosis,1
7251,Sempere AP/Disease of mental health,multiple sclerosis,2
7252,Field D/Disease of mental health,multiple sclerosis,1
7253,Wynford-Thomas R/Disease of mental health,multiple sclerosis,1
7254,Cunniffe NG/Disease of mental health,multiple sclerosis,1
7255,Roos I/Disease of mental health,multiple sclerosis,4
7256,Malpas CB/Disease of mental health,multiple sclerosis,2
7257,Coles AJ/Disease of mental health,multiple sclerosis,1
7258,Kalincik T/Disease of mental health,multiple sclerosis,7
7259,Brown JWL/Disease of mental health,multiple sclerosis,1
7260,Yan S/Disease of mental health,agmatinase,2
7261,Xu C/Disease of mental health,agmatinase,4
7262,Yang M/Disease of mental health,agmatinase,1
7263,Zhang H/Disease of mental health,agmatinase,7
7264,Cheng Y/Disease of mental health,agmatinase,5
7265,Xue Z/Disease of mental health,agmatinase,1
7266,He Z/Disease of mental health,agmatinase,1
7267,Wang T/Disease of mental health,agmatinase,2
7268,Bai S/Disease of mental health,agmatinase,1
7269,Wang G/Disease of mental health,agmatinase,4
7270,Wu J/Disease of mental health,agmatinase,3
7271,Tong Z/Disease of mental health,agmatinase,2
7272,Cai X/Disease of mental health,agmatinase,1
7273,Li X/Disease of mental health,apolipoprotein B,9
7274,Gao Y/Disease of mental health,apolipoprotein B,4
7275,Wang Y/Disease of mental health,apolipoprotein B,7
7276,Wu Q/Disease of mental health,apolipoprotein B,2
7277,Senesi M/Disease of mental health,prion protein,2
7278,Lewis V/Disease of mental health,prion protein,2
7279,Varghese S/Disease of mental health,prion protein,1
7280,Stehmann C/Disease of mental health,prion protein,1
7281,McGlade A/Disease of mental health,prion protein,1
7282,Doecke JD/Disease of mental health,prion protein,3
7283,Ellett L/Disease of mental health,prion protein,1
7284,Sarros S/Disease of mental health,prion protein,1
7285,Fowler CJ/Disease of mental health,prion protein,1
7286,Masters CL/Disease of mental health,prion protein,9
7287,Li QX/Disease of mental health,prion protein,2
7288,Collins SJ/Disease of mental health,prion protein,2
7289,Tozza S/Disease of mental health,transthyretin,1
7290,Luigetti M/Disease of mental health,transthyretin,1
7291,Antonini G/Disease of mental health,transthyretin,3
7292,Mazzeo A/Disease of mental health,transthyretin,1
7293,Severi D/Disease of mental health,transthyretin,1
7294,Di Paolantonio A/Disease of mental health,transthyretin,1
7295,Leonardi L/Disease of mental health,transthyretin,4
7296,Russo M/Disease of mental health,transthyretin,3
7297,Romano A/Disease of mental health,transthyretin,1
7298,Forcina F/Disease of mental health,transthyretin,1
7299,Gentile L/Disease of mental health,transthyretin,2
7300,Nolano M/Disease of mental health,transthyretin,1
7301,Mattia C/Disease of mental health,transthyretin,1
7302,Manganelli F/Disease of mental health,transthyretin,1
7303,Sun H/Disease of mental health,hypoparathyroidism,2
7304,Chu Y/Disease of mental health,hypoparathyroidism,1
7305,Zhang G/Disease of mental health,hypoparathyroidism,1
7306,Zheng G/Disease of mental health,hypoparathyroidism,1
7307,Zheng H/Disease of mental health,hypoparathyroidism,1
7308,Theodorsdottir A/Disease of mental health,multiple sclerosis,1
7309,Nielsen HH/Disease of mental health,multiple sclerosis,1
7310,Ravnborg MH/Disease of mental health,multiple sclerosis,1
7311,Illes Z/Disease of mental health,multiple sclerosis,3
7312,Nagpal A/Disease of mental health,epidermal growth factor,1
7313,Needham K/Disease of mental health,epidermal growth factor,1
7314,Lane DJR/Disease of mental health,epidermal growth factor,1
7315,Ayton S/Disease of mental health,epidermal growth factor,2
7316,Redvers RP/Disease of mental health,epidermal growth factor,1
7317,John M/Disease of mental health,epidermal growth factor,1
7318,Selistre-de-Araujo HS/Disease of mental health,epidermal growth factor,1
7319,Denoyer D/Disease of mental health,epidermal growth factor,1
7320,Pouliot N/Disease of mental health,epidermal growth factor,1
7321,Falcao de Campos C/Disease of mental health,transthyretin,1
7322,Conceicao I/Disease of mental health,transthyretin,2
7323,den Braber A/Disease of mental health,glial fibrillary acidic protein,1
7324,Verberk IMW/Disease of mental health,glial fibrillary acidic protein,1
7325,Tomassen J/Disease of mental health,glial fibrillary acidic protein,1
7326,den Dulk B/Disease of mental health,glial fibrillary acidic protein,1
7327,Stoops E/Disease of mental health,glial fibrillary acidic protein,1
7328,Dage JL/Disease of mental health,glial fibrillary acidic protein,1
7329,Collij LE/Disease of mental health,glial fibrillary acidic protein,1
7330,Barkhof F/Disease of mental health,glial fibrillary acidic protein,2
7331,Willemsen G/Disease of mental health,glial fibrillary acidic protein,1
7332,Nivard MG/Disease of mental health,glial fibrillary acidic protein,1
7333,van Berckel BNM/Disease of mental health,glial fibrillary acidic protein,1
7334,Scheltens P/Disease of mental health,glial fibrillary acidic protein,4
7335,Visser PJ/Disease of mental health,glial fibrillary acidic protein,7
7336,de Geus EJC/Disease of mental health,glial fibrillary acidic protein,1
7337,Teunissen CE/Disease of mental health,glial fibrillary acidic protein,5
7338,Qu Y/Disease of mental health,aminoacylase 1,2
7339,Zhou N/Disease of mental health,aminoacylase 1,1
7340,Zhang X/Disease of mental health,aminoacylase 1,10
7341,Li Y/Disease of mental health,aminoacylase 1,21
7342,Xu XF/Disease of mental health,aminoacylase 1,1
7343,Mayilyan KR/Disease of mental health,C-reactive protein,1
7344,Krarup A/Disease of mental health,C-reactive protein,1
7345,Soghoyan AF/Disease of mental health,C-reactive protein,1
7346,Jensenius JC/Disease of mental health,C-reactive protein,1
7347,Sim RB/Disease of mental health,C-reactive protein,1
7348,Dahal A/Disease of mental health,vimentin,1
7349,Govindarajan K/Disease of mental health,vimentin,1
7350,Kar S/Disease of mental health,vimentin,1
7351,Cai M/Disease of mental health,insulin,1
7352,Ni Z/Disease of mental health,insulin,1
7353,Yuan Z/Disease of mental health,insulin,3
7354,Yu J/Disease of mental health,insulin,3
7355,Zhang D/Disease of mental health,insulin,1
7356,Yao R/Disease of mental health,insulin,1
7357,Zhou L/Disease of mental health,insulin,2
7358,Yu C/Disease of mental health,insulin,1
7359,Roos I/Disease of mental health,multiple sclerosis,4
7360,Diouf I/Disease of mental health,multiple sclerosis,2
7361,Sharmin S/Disease of mental health,multiple sclerosis,2
7362,Horakova D/Disease of mental health,multiple sclerosis,5
7363,Havrdova EK/Disease of mental health,multiple sclerosis,3
7364,Patti F/Disease of mental health,multiple sclerosis,8
7365,Shaygannejad V/Disease of mental health,multiple sclerosis,2
7366,Ozakbas S/Disease of mental health,multiple sclerosis,5
7367,Izquierdo G/Disease of mental health,multiple sclerosis,2
7368,Eichau S/Disease of mental health,multiple sclerosis,4
7369,Onofrj M/Disease of mental health,multiple sclerosis,3
7370,Lugaresi A/Disease of mental health,multiple sclerosis,4
7371,Alroughani R/Disease of mental health,multiple sclerosis,7
7372,Prat A/Disease of mental health,multiple sclerosis,3
7373,Girard M/Disease of mental health,multiple sclerosis,4
7374,Duquette P/Disease of mental health,multiple sclerosis,3
7375,Terzi M/Disease of mental health,multiple sclerosis,4
7376,Boz C/Disease of mental health,multiple sclerosis,3
7377,Grand'Maison F/Disease of mental health,multiple sclerosis,2
7378,Sola P/Disease of mental health,multiple sclerosis,2
7379,Ferraro D/Disease of mental health,multiple sclerosis,3
7380,Grammond P/Disease of mental health,multiple sclerosis,2
7381,Turkoglu R/Disease of mental health,multiple sclerosis,3
7382,Buzzard K/Disease of mental health,multiple sclerosis,3
7383,Skibina O/Disease of mental health,multiple sclerosis,3
7384,Yamou B/Disease of mental health,multiple sclerosis,1
7385,Altintas A/Disease of mental health,multiple sclerosis,4
7386,Gerlach O/Disease of mental health,multiple sclerosis,5
7387,van Pesch V/Disease of mental health,multiple sclerosis,5
7388,Blanco Y/Disease of mental health,multiple sclerosis,2
7389,Maimone D/Disease of mental health,multiple sclerosis,3
7390,Lechner-Scott J/Disease of mental health,multiple sclerosis,5
7391,Bergamaschi R/Disease of mental health,multiple sclerosis,2
7392,Karabudak R/Disease of mental health,multiple sclerosis,2
7393,McGuigan C/Disease of mental health,multiple sclerosis,4
7394,Cartechini E/Disease of mental health,multiple sclerosis,1
7395,Barnett M/Disease of mental health,multiple sclerosis,2
7396,Hughes S/Disease of mental health,multiple sclerosis,2
7397,Sa MJ/Disease of mental health,multiple sclerosis,8
7398,Solaro C/Disease of mental health,multiple sclerosis,2
7399,Ramo-Tello C/Disease of mental health,multiple sclerosis,2
7400,Hodgkinson S/Disease of mental health,multiple sclerosis,3
7401,Spitaleri D/Disease of mental health,multiple sclerosis,4
7402,Soysal A/Disease of mental health,multiple sclerosis,5
7403,Petersen T/Disease of mental health,multiple sclerosis,1
7404,Granella F/Disease of mental health,multiple sclerosis,3
7405,de Gans K/Disease of mental health,multiple sclerosis,4
7406,McCombe P/Disease of mental health,multiple sclerosis,2
7407,Ampapa R/Disease of mental health,multiple sclerosis,3
7408,Van Wijmeersch B/Disease of mental health,multiple sclerosis,3
7409,van der Walt A/Disease of mental health,multiple sclerosis,3
7410,Butzkueven H/Disease of mental health,multiple sclerosis,5
7411,Prevost J/Disease of mental health,multiple sclerosis,3
7412,Sanchez-Menoyo JL/Disease of mental health,multiple sclerosis,4
7413,Laureys G/Disease of mental health,multiple sclerosis,3
7414,Gouider R/Disease of mental health,multiple sclerosis,6
7415,Castillo-Trivino T/Disease of mental health,multiple sclerosis,2
7416,Gray O/Disease of mental health,multiple sclerosis,2
7417,Aguera-Morales E/Disease of mental health,multiple sclerosis,2
7418,Al-Asmi A/Disease of mental health,multiple sclerosis,3
7419,Shaw C/Disease of mental health,multiple sclerosis,2
7420,Deri N/Disease of mental health,multiple sclerosis,1
7421,Al-Harbi T/Disease of mental health,multiple sclerosis,2
7422,Fragoso Y/Disease of mental health,multiple sclerosis,2
7423,Csepany T/Disease of mental health,multiple sclerosis,1
7424,Sempere AP/Disease of mental health,multiple sclerosis,2
7425,Trevino-Frenk I/Disease of mental health,multiple sclerosis,1
7426,Schepel J/Disease of mental health,multiple sclerosis,1
7427,Moore F/Disease of mental health,multiple sclerosis,2
7428,Malpas C/Disease of mental health,multiple sclerosis,2
7429,Kalincik T/Disease of mental health,multiple sclerosis,7
7430,Gaebler AJ/Disease of mental health,parvalbumin,1
7431,Fakour N/Disease of mental health,parvalbumin,1
7432,Stohr F/Disease of mental health,parvalbumin,1
7433,Zweerings J/Disease of mental health,parvalbumin,1
7434,Taebi A/Disease of mental health,parvalbumin,1
7435,Suslova M/Disease of mental health,parvalbumin,1
7436,Dukart J/Disease of mental health,parvalbumin,1
7437,Hipp JF/Disease of mental health,parvalbumin,1
7438,Adhikari BM/Disease of mental health,parvalbumin,2
7439,Kochunov P/Disease of mental health,parvalbumin,2
7440,Muthukumaraswamy SD/Disease of mental health,parvalbumin,1
7441,Forsyth A/Disease of mental health,parvalbumin,1
7442,Eggermann T/Disease of mental health,parvalbumin,1
7443,Kraft F/Disease of mental health,parvalbumin,1
7444,Kurth I/Disease of mental health,parvalbumin,1
7445,Paulzen M/Disease of mental health,parvalbumin,1
7446,Grunder G/Disease of mental health,parvalbumin,2
7447,Schneider F/Disease of mental health,parvalbumin,1
7448,Mathiak K/Disease of mental health,parvalbumin,1
7449,Ghavami A/Disease of mental health,apolipoprotein B,1
7450,Ziaei R/Disease of mental health,apolipoprotein B,1
7451,Talebi S/Disease of mental health,apolipoprotein B,1
7452,Barghchi H/Disease of mental health,apolipoprotein B,1
7453,Nattagh-Eshtivani E/Disease of mental health,apolipoprotein B,1
7454,Moradi S/Disease of mental health,apolipoprotein B,1
7455,Rahbarinejad P/Disease of mental health,apolipoprotein B,1
