id,author/disease,gene,n_articles
1080,Butzkueven H/Disease of mental health,multiple sclerosis,5
6619,Prevost J/Disease of mental health,multiple sclerosis,3
7216,Sanchez-Menoyo JL/Disease of mental health,multiple sclerosis,4
4524,Laureys G/Disease of mental health,multiple sclerosis,3
2891,Gouider R/Disease of mental health,multiple sclerosis,6
1213,Castillo-Trivino T/Disease of mental health,multiple sclerosis,2
2924,Gray O/Disease of mental health,multiple sclerosis,2
69,Aguera-Morales E/Disease of mental health,multiple sclerosis,2
112,Al-Asmi A/Disease of mental health,multiple sclerosis,3
7545,Shaw C/Disease of mental health,multiple sclerosis,2
121,Al-Harbi T/Disease of mental health,multiple sclerosis,2
2468,Fragoso Y/Disease of mental health,multiple sclerosis,2
7470,Sempere AP/Disease of mental health,multiple sclerosis,2
5613,Moore F/Disease of mental health,multiple sclerosis,2
5048,Malpas C/Disease of mental health,multiple sclerosis,2
3881,Kalincik T/Disease of mental health,multiple sclerosis,7
45,Adhikari BM/Disease of mental health,parvalbumin,2
4203,Kochunov P/Disease of mental health,parvalbumin,2
2969,Grunder G/Disease of mental health,parvalbumin,2
5184,Marx W/Disease of mental health,apolipoprotein B,2
2945,Grigoriadis N/Disease of mental health,multiple sclerosis,5
8234,Thela L/Disease of mental health,apolipoprotein C3,3
1796,Decloedt E/Disease of mental health,apolipoprotein C3,3
9321,Zetterberg H/Disease of mental health,apolipoprotein C3,27
2790,Gisslen M/Disease of mental health,apolipoprotein C3,3
4644,Lesosky M/Disease of mental health,apolipoprotein C3,3
2801,Gleich M/Disease of mental health,apolipoprotein C3,3
4286,Koutsilieri E/Disease of mental health,apolipoprotein C3,3
7329,Scheller C/Disease of mental health,apolipoprotein C3,3
3538,Hye A/Disease of mental health,apolipoprotein C3,3
3830,Joska J/Disease of mental health,apolipoprotein C3,3
8234,Thela L/Disease of mental health,albumin,3
1796,Decloedt E/Disease of mental health,albumin,3
9321,Zetterberg H/Disease of mental health,albumin,27
2790,Gisslen M/Disease of mental health,albumin,3
4644,Lesosky M/Disease of mental health,albumin,3
2801,Gleich M/Disease of mental health,albumin,3
4286,Koutsilieri E/Disease of mental health,albumin,3
7329,Scheller C/Disease of mental health,albumin,3
3538,Hye A/Disease of mental health,albumin,3
3830,Joska J/Disease of mental health,albumin,3
8234,Thela L/Disease of mental health,clusterin,3
1796,Decloedt E/Disease of mental health,clusterin,3
9321,Zetterberg H/Disease of mental health,clusterin,27
2790,Gisslen M/Disease of mental health,clusterin,3
4644,Lesosky M/Disease of mental health,clusterin,3
2801,Gleich M/Disease of mental health,clusterin,3
4286,Koutsilieri E/Disease of mental health,clusterin,3
7329,Scheller C/Disease of mental health,clusterin,3
3538,Hye A/Disease of mental health,clusterin,3
3830,Joska J/Disease of mental health,clusterin,3
6046,Oh J/Disease of mental health,multiple sclerosis,3
2313,Feinstein A/Disease of mental health,multiple sclerosis,2
1324,Chen L/Disease of mental health,insulin,7
2169,Eriksson JG/Disease of mental health,insulin,2
8730,Wang C/Disease of mental health,glutamate metabotropic receptor 5,2
2848,Gong B/Disease of mental health,glutamate metabotropic receptor 5,2
4826,Liu Y/Disease of mental health,glutamate metabotropic receptor 5,12
1314,Chen D/Disease of mental health,glutamate metabotropic receptor 5,3
9000,Wu Y/Disease of mental health,glutamate metabotropic receptor 5,6
8805,Wei J/Disease of mental health,glutamate metabotropic receptor 5,2
8730,Wang C/Disease of mental health,glutamate ionotropic receptor NMDA type subunit 2B,2
2848,Gong B/Disease of mental health,glutamate ionotropic receptor NMDA type subunit 2B,2
4826,Liu Y/Disease of mental health,glutamate ionotropic receptor NMDA type subunit 2B,12
1314,Chen D/Disease of mental health,glutamate ionotropic receptor NMDA type subunit 2B,3
9000,Wu Y/Disease of mental health,glutamate ionotropic receptor NMDA type subunit 2B,6
8805,Wei J/Disease of mental health,glutamate ionotropic receptor NMDA type subunit 2B,2
1297,Chatterjee P/Disease of mental health,glial fibrillary acidic protein,5
1986,Dore V/Disease of mental health,glial fibrillary acidic protein,4
6374,Pedrini S/Disease of mental health,glial fibrillary acidic protein,5
4328,Krishnadas N/Disease of mental health,glial fibrillary acidic protein,2
8262,Thota R/Disease of mental health,glial fibrillary acidic protein,4
888,Bourgeat P/Disease of mental health,glial fibrillary acidic protein,2
3574,Ikonomovic MD/Disease of mental health,glial fibrillary acidic protein,2
6747,Rainey-Smith SR/Disease of mental health,glial fibrillary acidic protein,2
1063,Burnham SC/Disease of mental health,glial fibrillary acidic protein,2
2459,Fowler C/Disease of mental health,glial fibrillary acidic protein,4
8094,Taddei K/Disease of mental health,glial fibrillary acidic protein,5
5718,Mulligan R/Disease of mental health,glial fibrillary acidic protein,2
238,Ames D/Disease of mental health,glial fibrillary acidic protein,4
5196,Masters CL/Disease of mental health,glial fibrillary acidic protein,9
2513,Fripp J/Disease of mental health,glial fibrillary acidic protein,2
7069,Rowe CC/Disease of mental health,glial fibrillary acidic protein,4
5177,Martins RN/Disease of mental health,glial fibrillary acidic protein,5
8630,Villemagne VL/Disease of mental health,glial fibrillary acidic protein,4
1297,Chatterjee P/Disease of mental health,monoamine oxidase B,5
1986,Dore V/Disease of mental health,monoamine oxidase B,4
6374,Pedrini S/Disease of mental health,monoamine oxidase B,5
4328,Krishnadas N/Disease of mental health,monoamine oxidase B,2
8262,Thota R/Disease of mental health,monoamine oxidase B,4
888,Bourgeat P/Disease of mental health,monoamine oxidase B,2
3574,Ikonomovic MD/Disease of mental health,monoamine oxidase B,2
6747,Rainey-Smith SR/Disease of mental health,monoamine oxidase B,2
1063,Burnham SC/Disease of mental health,monoamine oxidase B,2
2459,Fowler C/Disease of mental health,monoamine oxidase B,4
8094,Taddei K/Disease of mental health,monoamine oxidase B,5
5718,Mulligan R/Disease of mental health,monoamine oxidase B,2
238,Ames D/Disease of mental health,monoamine oxidase B,4
5196,Masters CL/Disease of mental health,monoamine oxidase B,9
2513,Fripp J/Disease of mental health,monoamine oxidase B,2
7069,Rowe CC/Disease of mental health,monoamine oxidase B,4
5177,Martins RN/Disease of mental health,monoamine oxidase B,5
8630,Villemagne VL/Disease of mental health,monoamine oxidase B,4
3485,Huang L/Disease of mental health,albumin,2
849,Bonavita S/Disease of mental health,multiple sclerosis,2
4628,Lennol MP/Disease of mental health,glial fibrillary acidic protein,2
379,Ashton NJ/Disease of mental health,glial fibrillary acidic protein,7
5629,Moreno-Perez O/Disease of mental health,glial fibrillary acidic protein,2
2634,Garcia-Ayllon MS/Disease of mental health,glial fibrillary acidic protein,2
6767,Ramos-Rincon JM/Disease of mental health,glial fibrillary acidic protein,2
273,Andres M/Disease of mental health,glial fibrillary acidic protein,2
4633,Leon-Ramirez JM/Disease of mental health,glial fibrillary acidic protein,2
840,Boix V/Disease of mental health,glial fibrillary acidic protein,2
2754,Gil J/Disease of mental health,glial fibrillary acidic protein,2
813,Blennow K/Disease of mental health,glial fibrillary acidic protein,19
5415,Merino E/Disease of mental health,glial fibrillary acidic protein,2
9321,Zetterberg H/Disease of mental health,glial fibrillary acidic protein,27
7142,Saez-Valero J/Disease of mental health,glial fibrillary acidic protein,2
4628,Lennol MP/Disease of mental health,neurofilament light chain,2
379,Ashton NJ/Disease of mental health,neurofilament light chain,7
5629,Moreno-Perez O/Disease of mental health,neurofilament light chain,2
2634,Garcia-Ayllon MS/Disease of mental health,neurofilament light chain,2
6767,Ramos-Rincon JM/Disease of mental health,neurofilament light chain,2
273,Andres M/Disease of mental health,neurofilament light chain,2
4633,Leon-Ramirez JM/Disease of mental health,neurofilament light chain,2
840,Boix V/Disease of mental health,neurofilament light chain,2
2754,Gil J/Disease of mental health,neurofilament light chain,2
813,Blennow K/Disease of mental health,neurofilament light chain,19
5415,Merino E/Disease of mental health,neurofilament light chain,2
9321,Zetterberg H/Disease of mental health,neurofilament light chain,27
7142,Saez-Valero J/Disease of mental health,neurofilament light chain,2
2779,Giovannoni G/Disease of mental health,multiple sclerosis,3
7205,Salvetti M/Disease of mental health,multiple sclerosis,9
6560,Ponsonby AL/Disease of mental health,multiple sclerosis,3
9130,Yang LX/Disease of mental health,sphingosine-1-phosphate receptor 1,2
9152,Yao YY/Disease of mental health,sphingosine-1-phosphate receptor 1,2
9126,Yang JR/Disease of mental health,sphingosine-1-phosphate receptor 1,2
1346,Cheng HL/Disease of mental health,sphingosine-1-phosphate receptor 1,2
9421,Zhu XJ/Disease of mental health,sphingosine-1-phosphate receptor 1,2
9357,Zhang ZJ/Disease of mental health,sphingosine-1-phosphate receptor 1,2
9130,Yang LX/Disease of mental health,tumor necrosis factor,2
9152,Yao YY/Disease of mental health,tumor necrosis factor,2
9126,Yang JR/Disease of mental health,tumor necrosis factor,2
1346,Cheng HL/Disease of mental health,tumor necrosis factor,2
9421,Zhu XJ/Disease of mental health,tumor necrosis factor,2
9357,Zhang ZJ/Disease of mental health,tumor necrosis factor,2
5240,Mattsson-Carlgren N/Disease of mental health,apolipoprotein E,4
7202,Salvado G/Disease of mental health,apolipoprotein E,4
379,Ashton NJ/Disease of mental health,apolipoprotein E,7
7946,Stomrud E/Disease of mental health,apolipoprotein E,5
9321,Zetterberg H/Disease of mental health,apolipoprotein E,27
6144,Ossenkoppele R/Disease of mental health,apolipoprotein E,4
736,Betthauser TJ/Disease of mental health,apolipoprotein E,3
1494,Cody KA/Disease of mental health,apolipoprotein E,6
3811,Jonaitis EM/Disease of mental health,apolipoprotein E,4
4498,Langhough R/Disease of mental health,apolipoprotein E,3
6221,Palmqvist S/Disease of mental health,apolipoprotein E,5
813,Blennow K/Disease of mental health,apolipoprotein E,19
3695,Janelidze S/Disease of mental health,apolipoprotein E,6
3804,Johnson SC/Disease of mental health,apolipoprotein E,7
3148,Hansson O/Disease of mental health,apolipoprotein E,6
217,Altokhis A/Disease of mental health,multiple sclerosis,2
202,Alotaibi A/Disease of mental health,multiple sclerosis,2
8159,Tanasescu R/Disease of mental health,multiple sclerosis,6
2206,Evangelou N/Disease of mental health,multiple sclerosis,5
4709,Li Y/Disease of mental health,C-reactive protein,21
4685,Li J/Disease of mental health,C-reactive protein,6
8989,Wu M/Disease of mental health,C-reactive protein,2
3017,Guimaraes J/Disease of mental health,multiple sclerosis,3
7786,Soares-Dos-Reis R/Disease of mental health,multiple sclerosis,3
4762,Lin X/Disease of mental health,multiple sclerosis,5
9138,Yang Y/Disease of mental health,multiple sclerosis,3
9194,Yin X/Disease of mental health,multiple sclerosis,3
7694,Simpson-Yap S/Disease of mental health,multiple sclerosis,3
9568,van der Mei I/Disease of mental health,multiple sclerosis,3
6560,Ponsonby AL/Disease of mental health,multiple sclerosis,3
8193,Taylor BV/Disease of mental health,multiple sclerosis,3
9410,Zhou Y/Disease of mental health,multiple sclerosis,5
6545,Polhemus A/Disease of mental health,multiple sclerosis,2
3188,Hasan MM/Disease of mental health,insulin,3
5715,Muller T/Disease of mental health,multiple sclerosis,2
6914,Riederer P/Disease of mental health,multiple sclerosis,4
8759,Wang Y/Disease of mental health,myoglobin,7
7191,Salas-Salvado J/Disease of mental health,insulin,3
4893,Lu W/Disease of mental health,catechol-O-methyltransferase,3
4709,Li Y/Disease of mental health,catechol-O-methyltransferase,21
3820,Jones PB/Disease of mental health,insulin,2
3494,Huang Y/Disease of mental health,albumin,3
9321,Zetterberg H/Disease of mental health,albumin,27
379,Ashton NJ/Disease of mental health,albumin,7
813,Blennow K/Disease of mental health,albumin,19
9194,Yin X/Disease of mental health,insulin,3
2169,Eriksson JG/Disease of mental health,insulin,2
4435,Laakso M/Disease of mental health,insulin,2
4537,Lawlor DA/Disease of mental health,insulin,2
8286,Timpson NJ/Disease of mental health,insulin,2
6016,O'Rahilly S/Disease of mental health,insulin,2
1685,Daidone M/Disease of mental health,angiopoietin 2,2
1808,Del Cuore A/Disease of mental health,angiopoietin 2,2
1219,Casuccio A/Disease of mental health,angiopoietin 2,2
1882,Di Chiara T/Disease of mental health,angiopoietin 2,2
3009,Guggino G/Disease of mental health,angiopoietin 2,2
1896,Di Raimondo D/Disease of mental health,angiopoietin 2,2
6654,Puleo MG/Disease of mental health,angiopoietin 2,2
2347,Ferrante A/Disease of mental health,angiopoietin 2,2
7303,Scaglione R/Disease of mental health,angiopoietin 2,2
6504,Pinto A/Disease of mental health,angiopoietin 2,2
8454,Tuttolomondo A/Disease of mental health,angiopoietin 2,2
1685,Daidone M/Disease of mental health,pentraxin 3,2
1808,Del Cuore A/Disease of mental health,pentraxin 3,2
1219,Casuccio A/Disease of mental health,pentraxin 3,2
1882,Di Chiara T/Disease of mental health,pentraxin 3,2
3009,Guggino G/Disease of mental health,pentraxin 3,2
1896,Di Raimondo D/Disease of mental health,pentraxin 3,2
6654,Puleo MG/Disease of mental health,pentraxin 3,2
2347,Ferrante A/Disease of mental health,pentraxin 3,2
7303,Scaglione R/Disease of mental health,pentraxin 3,2
6504,Pinto A/Disease of mental health,pentraxin 3,2
8454,Tuttolomondo A/Disease of mental health,pentraxin 3,2
4823,Liu X/Disease of mental health,albumin,8
480,Bai X/Disease of mental health,albumin,2
4695,Li Q/Disease of mental health,albumin,3
8170,Tang X/Disease of mental health,albumin,2
7822,Song J/Disease of mental health,albumin,2
4725,Liang Y/Disease of mental health,albumin,2
8032,Sun X/Disease of mental health,albumin,3
4709,Li Y/Disease of mental health,albumin,21
9000,Wu Y/Disease of mental health,albumin,6
9113,Yan S/Disease of mental health,albumin,2
3780,Jin X/Disease of mental health,albumin,2
9353,Zhang X/Disease of mental health,albumin,10
120,Al-Hakeim HK/Disease of mental health,C-reactive protein,3
128,Al-Rubaye HT/Disease of mental health,C-reactive protein,3
194,Almulla AF/Disease of mental health,C-reactive protein,4
119,Al-Hadrawi DS/Disease of mental health,C-reactive protein,3
4988,Maes M/Disease of mental health,C-reactive protein,4
120,Al-Hakeim HK/Disease of mental health,caspase 1,3
128,Al-Rubaye HT/Disease of mental health,caspase 1,3
194,Almulla AF/Disease of mental health,caspase 1,4
119,Al-Hadrawi DS/Disease of mental health,caspase 1,3
4988,Maes M/Disease of mental health,caspase 1,4
120,Al-Hakeim HK/Disease of mental health,myeloperoxidase,3
128,Al-Rubaye HT/Disease of mental health,myeloperoxidase,3
194,Almulla AF/Disease of mental health,myeloperoxidase,4
119,Al-Hadrawi DS/Disease of mental health,myeloperoxidase,3
4988,Maes M/Disease of mental health,myeloperoxidase,4
6352,Pavon FJ/Disease of mental health,neurofilament light chain,3
7494,Serrano A/Disease of mental health,neurofilament light chain,3
7983,Suarez J/Disease of mental health,neurofilament light chain,3
6428,Perrotta F/Disease of mental health,leptin,2
7422,Scialo F/Disease of mental health,leptin,2
5042,Mallardo M/Disease of mental health,leptin,2
7661,Signoriello G/Disease of mental health,leptin,2
1656,D'Agnano V/Disease of mental health,leptin,2
760,Bianco A/Disease of mental health,leptin,2
1707,Daniele A/Disease of mental health,leptin,2
5917,Nigro E/Disease of mental health,leptin,2
6428,Perrotta F/Disease of mental health,resistin,2
7422,Scialo F/Disease of mental health,resistin,2
5042,Mallardo M/Disease of mental health,resistin,2
7661,Signoriello G/Disease of mental health,resistin,2
1656,D'Agnano V/Disease of mental health,resistin,2
760,Bianco A/Disease of mental health,resistin,2
1707,Daniele A/Disease of mental health,resistin,2
5917,Nigro E/Disease of mental health,resistin,2
2879,Gorlova A/Disease of mental health,insulin receptor,2
7968,Strekalova T/Disease of mental health,insulin receptor,2
6124,Ortega MA/Disease of mental health,transferrin receptor,2
2471,Fraile-Martinez O/Disease of mental health,transferrin receptor,2
2641,Garcia-Montero C/Disease of mental health,transferrin receptor,2
2563,Funes Monux RM/Disease of mental health,transferrin receptor,2
6994,Rodriguez-Martin S/Disease of mental health,transferrin receptor,2
930,Bravo C/Disease of mental health,transferrin receptor,2
1765,De Leon-Luis JA/Disease of mental health,transferrin receptor,2
7302,Saz JV/Disease of mental health,transferrin receptor,2
7141,Saez MA/Disease of mental health,transferrin receptor,2
3014,Guijarro LG/Disease of mental health,transferrin receptor,2
4453,Lahera G/Disease of mental health,transferrin receptor,2
5614,Mora F/Disease of mental health,transferrin receptor,2
2341,Fernandez-Rojo S/Disease of mental health,transferrin receptor,2
6710,Quintero J/Disease of mental health,transferrin receptor,2
5597,Monserrat J/Disease of mental health,transferrin receptor,2
2639,Garcia-Honduvilla N/Disease of mental health,transferrin receptor,2
1038,Bujan J/Disease of mental health,transferrin receptor,2
221,Alvarez-Mon M/Disease of mental health,transferrin receptor,2
222,Alvarez-Mon MA/Disease of mental health,transferrin receptor,2
6124,Ortega MA/Disease of mental health,glutathione peroxidase 4,2
2471,Fraile-Martinez O/Disease of mental health,glutathione peroxidase 4,2
2641,Garcia-Montero C/Disease of mental health,glutathione peroxidase 4,2
2563,Funes Monux RM/Disease of mental health,glutathione peroxidase 4,2
6994,Rodriguez-Martin S/Disease of mental health,glutathione peroxidase 4,2
930,Bravo C/Disease of mental health,glutathione peroxidase 4,2
1765,De Leon-Luis JA/Disease of mental health,glutathione peroxidase 4,2
7302,Saz JV/Disease of mental health,glutathione peroxidase 4,2
7141,Saez MA/Disease of mental health,glutathione peroxidase 4,2
3014,Guijarro LG/Disease of mental health,glutathione peroxidase 4,2
4453,Lahera G/Disease of mental health,glutathione peroxidase 4,2
5614,Mora F/Disease of mental health,glutathione peroxidase 4,2
2341,Fernandez-Rojo S/Disease of mental health,glutathione peroxidase 4,2
6710,Quintero J/Disease of mental health,glutathione peroxidase 4,2
5597,Monserrat J/Disease of mental health,glutathione peroxidase 4,2
2639,Garcia-Honduvilla N/Disease of mental health,glutathione peroxidase 4,2
1038,Bujan J/Disease of mental health,glutathione peroxidase 4,2
221,Alvarez-Mon M/Disease of mental health,glutathione peroxidase 4,2
222,Alvarez-Mon MA/Disease of mental health,glutathione peroxidase 4,2
790,Bis JC/Disease of mental health,C-reactive protein,4
4537,Lawlor DA/Disease of mental health,C-reactive protein,2
4150,Kivimaki M/Disease of mental health,C-reactive protein,2
4826,Liu Y/Disease of mental health,interleukin 6,12
3473,Hu Y/Disease of mental health,vimentin,3
8761,Wang Z/Disease of mental health,vimentin,6
7202,Salvado G/Disease of mental health,neurogranin,4
4512,Larsson V/Disease of mental health,neurogranin,3
1494,Cody KA/Disease of mental health,neurogranin,6
1632,Cullen NC/Disease of mental health,neurogranin,3
3811,Jonaitis EM/Disease of mental health,neurogranin,4
7946,Stomrud E/Disease of mental health,neurogranin,5
4235,Kollmorgen G/Disease of mental health,neurogranin,3
8894,Wild N/Disease of mental health,neurogranin,3
6221,Palmqvist S/Disease of mental health,neurogranin,5
3695,Janelidze S/Disease of mental health,neurogranin,6
5240,Mattsson-Carlgren N/Disease of mental health,neurogranin,4
9321,Zetterberg H/Disease of mental health,neurogranin,27
813,Blennow K/Disease of mental health,neurogranin,19
3804,Johnson SC/Disease of mental health,neurogranin,7
6144,Ossenkoppele R/Disease of mental health,neurogranin,4
3148,Hansson O/Disease of mental health,neurogranin,6
7202,Salvado G/Disease of mental health,glial fibrillary acidic protein,4
4512,Larsson V/Disease of mental health,glial fibrillary acidic protein,3
1494,Cody KA/Disease of mental health,glial fibrillary acidic protein,6
1632,Cullen NC/Disease of mental health,glial fibrillary acidic protein,3
3811,Jonaitis EM/Disease of mental health,glial fibrillary acidic protein,4
7946,Stomrud E/Disease of mental health,glial fibrillary acidic protein,5
4235,Kollmorgen G/Disease of mental health,glial fibrillary acidic protein,3
8894,Wild N/Disease of mental health,glial fibrillary acidic protein,3
6221,Palmqvist S/Disease of mental health,glial fibrillary acidic protein,5
3695,Janelidze S/Disease of mental health,glial fibrillary acidic protein,6
5240,Mattsson-Carlgren N/Disease of mental health,glial fibrillary acidic protein,4
9321,Zetterberg H/Disease of mental health,glial fibrillary acidic protein,27
813,Blennow K/Disease of mental health,glial fibrillary acidic protein,19
3804,Johnson SC/Disease of mental health,glial fibrillary acidic protein,7
6144,Ossenkoppele R/Disease of mental health,glial fibrillary acidic protein,4
3148,Hansson O/Disease of mental health,glial fibrillary acidic protein,6
7202,Salvado G/Disease of mental health,interleukin 6,4
4512,Larsson V/Disease of mental health,interleukin 6,3
1494,Cody KA/Disease of mental health,interleukin 6,6
1632,Cullen NC/Disease of mental health,interleukin 6,3
3811,Jonaitis EM/Disease of mental health,interleukin 6,4
7946,Stomrud E/Disease of mental health,interleukin 6,5
4235,Kollmorgen G/Disease of mental health,interleukin 6,3
8894,Wild N/Disease of mental health,interleukin 6,3
6221,Palmqvist S/Disease of mental health,interleukin 6,5
3695,Janelidze S/Disease of mental health,interleukin 6,6
5240,Mattsson-Carlgren N/Disease of mental health,interleukin 6,4
9321,Zetterberg H/Disease of mental health,interleukin 6,27
813,Blennow K/Disease of mental health,interleukin 6,19
3804,Johnson SC/Disease of mental health,interleukin 6,7
6144,Ossenkoppele R/Disease of mental health,interleukin 6,4
3148,Hansson O/Disease of mental health,interleukin 6,6
1231,Cavuoto M/Disease of mental health,neurofilament light chain,2
8571,Velakoulis D/Disease of mental health,neurofilament light chain,2
2157,Eratne D/Disease of mental health,neurofilament light chain,3
966,Brodtmann A/Disease of mental health,neurofilament light chain,2
6311,Pase MP/Disease of mental health,neurofilament light chain,4
2419,Flores-Rivera J/Disease of mental health,multiple sclerosis,3
2969,Grunder G/Disease of mental health,translocator protein,2
6419,Perna L/Disease of mental health,glial fibrillary acidic protein,3
5596,Mons U/Disease of mental health,glial fibrillary acidic protein,3
7940,Stocker H/Disease of mental health,glial fibrillary acidic protein,3
739,Beyer L/Disease of mental health,glial fibrillary acidic protein,3
741,Beyreuther K/Disease of mental health,glial fibrillary acidic protein,3
8369,Trares K/Disease of mental health,glial fibrillary acidic protein,3
3385,Holleczek B/Disease of mental health,glial fibrillary acidic protein,3
7384,Schottker B/Disease of mental health,glial fibrillary acidic protein,3
6420,Perneczky R/Disease of mental health,glial fibrillary acidic protein,3
2715,Gerwert K/Disease of mental health,glial fibrillary acidic protein,3
943,Brenner H/Disease of mental health,glial fibrillary acidic protein,3
6419,Perna L/Disease of mental health,neurofilament light chain,3
5596,Mons U/Disease of mental health,neurofilament light chain,3
7940,Stocker H/Disease of mental health,neurofilament light chain,3
739,Beyer L/Disease of mental health,neurofilament light chain,3
741,Beyreuther K/Disease of mental health,neurofilament light chain,3
8369,Trares K/Disease of mental health,neurofilament light chain,3
3385,Holleczek B/Disease of mental health,neurofilament light chain,3
7384,Schottker B/Disease of mental health,neurofilament light chain,3
6420,Perneczky R/Disease of mental health,neurofilament light chain,3
2715,Gerwert K/Disease of mental health,neurofilament light chain,3
943,Brenner H/Disease of mental health,neurofilament light chain,3
6419,Perna L/Disease of mental health,apolipoprotein E,3
5596,Mons U/Disease of mental health,apolipoprotein E,3
7940,Stocker H/Disease of mental health,apolipoprotein E,3
739,Beyer L/Disease of mental health,apolipoprotein E,3
741,Beyreuther K/Disease of mental health,apolipoprotein E,3
8369,Trares K/Disease of mental health,apolipoprotein E,3
3385,Holleczek B/Disease of mental health,apolipoprotein E,3
7384,Schottker B/Disease of mental health,apolipoprotein E,3
6420,Perneczky R/Disease of mental health,apolipoprotein E,3
2715,Gerwert K/Disease of mental health,apolipoprotein E,3
943,Brenner H/Disease of mental health,apolipoprotein E,3
1148,Cao Y/Disease of mental health,stomatin,3
3028,Guo J/Disease of mental health,stomatin,2
1312,Chen C/Disease of mental health,stomatin,3
1314,Chen D/Disease of mental health,stomatin,3
8746,Wang P/Disease of mental health,catalase,4
9238,Yu J/Disease of mental health,catalase,3
9343,Zhang M/Disease of mental health,catalase,2
4826,Liu Y/Disease of mental health,catalase,12
9361,Zhao H/Disease of mental health,catalase,2
3492,Huang X/Disease of mental health,catalase,3
8323,Tong Z/Disease of mental health,catalase,2
4919,Luo X/Disease of mental health,kinectin 1,2
4762,Lin X/Disease of mental health,kinectin 1,5
9355,Zhang Y/Disease of mental health,kinectin 1,16
9053,Xu J/Disease of mental health,kinectin 1,5
8743,Wang L/Disease of mental health,kinectin 1,5
1338,Chen Y/Disease of mental health,kinectin 1,7
1350,Cheng W/Disease of mental health,kinectin 1,2
8761,Wang Z/Disease of mental health,kinectin 1,6
8190,Taximaimaiti R/Disease of mental health,kinectin 1,2
8755,Wang X/Disease of mental health,kinectin 1,14
1148,Cao Y/Disease of mental health,kinectin 1,3
9487,de Almeida MMA/Disease of mental health,multiple sclerosis,2
2860,Goodkey K/Disease of mental health,multiple sclerosis,2
8740,Wang J/Disease of mental health,multiple sclerosis,8
8677,Voronova A/Disease of mental health,multiple sclerosis,2
6097,Onaolapo AY/Disease of mental health,multiple sclerosis,3
6065,Ojo FO/Disease of mental health,multiple sclerosis,3
43,Adeleye OO/Disease of mental health,multiple sclerosis,3
2235,Falade J/Disease of mental health,multiple sclerosis,3
6098,Onaolapo OJ/Disease of mental health,multiple sclerosis,3
6097,Onaolapo AY/Disease of mental health,leptin,3
6065,Ojo FO/Disease of mental health,leptin,3
43,Adeleye OO/Disease of mental health,leptin,3
2235,Falade J/Disease of mental health,leptin,3
6098,Onaolapo OJ/Disease of mental health,leptin,3
6097,Onaolapo AY/Disease of mental health,insulin,3
6065,Ojo FO/Disease of mental health,insulin,3
43,Adeleye OO/Disease of mental health,insulin,3
2235,Falade J/Disease of mental health,insulin,3
6098,Onaolapo OJ/Disease of mental health,insulin,3
3571,Ikeuchi T/Disease of mental health,apolipoprotein E,2
8157,Tanaka S/Disease of mental health,apolipoprotein E,3
8746,Wang P/Disease of mental health,tumor necrosis factor,4
9321,Zetterberg H/Disease of mental health,contactin 5,27
813,Blennow K/Disease of mental health,contactin 5,19
2092,Eguchi A/Disease of mental health,glial fibrillary acidic protein,2
9138,Yang Y/Disease of mental health,glial fibrillary acidic protein,3
6698,Qu Y/Disease of mental health,glial fibrillary acidic protein,2
3195,Hashimoto K/Disease of mental health,glial fibrillary acidic protein,3
1297,Chatterjee P/Disease of mental health,glial fibrillary acidic protein,5
6374,Pedrini S/Disease of mental health,glial fibrillary acidic protein,5
858,Boonkamp L/Disease of mental health,glial fibrillary acidic protein,3
9040,Xiong C/Disease of mental health,glial fibrillary acidic protein,2
7702,Singh AK/Disease of mental health,glial fibrillary acidic protein,3
4709,Li Y/Disease of mental health,glial fibrillary acidic protein,21
7796,Sohrabi HR/Disease of mental health,glial fibrillary acidic protein,3
8094,Taddei K/Disease of mental health,glial fibrillary acidic protein,5
689,Benzinger TLS/Disease of mental health,glial fibrillary acidic protein,2
5661,Morris JC/Disease of mental health,glial fibrillary acidic protein,2
1615,Cruchaga C/Disease of mental health,glial fibrillary acidic protein,2
1753,Day GS/Disease of mental health,glial fibrillary acidic protein,2
3199,Hassenstab J/Disease of mental health,glial fibrillary acidic protein,2
4577,Lee JH/Disease of mental health,glial fibrillary acidic protein,2
4655,Levin J/Disease of mental health,glial fibrillary acidic protein,9
7219,Sanchez-Valle R/Disease of mental health,glial fibrillary acidic protein,9
5196,Masters CL/Disease of mental health,glial fibrillary acidic protein,9
2224,Fagan AM/Disease of mental health,glial fibrillary acidic protein,2
602,Bateman RJ/Disease of mental health,glial fibrillary acidic protein,2
5177,Martins RN/Disease of mental health,glial fibrillary acidic protein,5
1297,Chatterjee P/Disease of mental health,glial fibrillary acidic protein,5
6374,Pedrini S/Disease of mental health,glial fibrillary acidic protein,5
1962,Doecke JD/Disease of mental health,glial fibrillary acidic protein,3
8262,Thota R/Disease of mental health,glial fibrillary acidic protein,4
8630,Villemagne VL/Disease of mental health,glial fibrillary acidic protein,4
1986,Dore V/Disease of mental health,glial fibrillary acidic protein,4
7702,Singh AK/Disease of mental health,glial fibrillary acidic protein,3
8746,Wang P/Disease of mental health,glial fibrillary acidic protein,4
6746,Rainey-Smith S/Disease of mental health,glial fibrillary acidic protein,2
2459,Fowler C/Disease of mental health,glial fibrillary acidic protein,4
8094,Taddei K/Disease of mental health,glial fibrillary acidic protein,5
